   3.8000000e-01   2.8208812e+03  -2.9228822e+01   5.8457644e+01
   3.9000000e-01   2.8288312e+03  -8.8202012e+01   1.7640402e+02
   4.0000000e-01   2.8447100e+03  -1.4872798e+02   2.9745596e+02
   4.1000000e-01   2.8684660e+03  -2.1186165e+02   4.2372330e+02
   4.2000000e-01   2.8999977e+03  -2.7868485e+02   5.5736970e+02
   4.3000000e-01   2.9391247e+03  -3.5031133e+02   7.0062265e+02
   4.4000000e-01   2.9855457e+03  -4.2788515e+02   8.5577029e+02
   4.5000000e-01   3.0387838e+03  -5.1256936e+02   1.0251387e+03
   4.6000000e-01   3.0981178e+03  -6.0552093e+02   1.2110419e+03
   4.7000000e-01   3.1624988e+03  -7.0784702e+02   1.4156940e+03
   4.8000000e-01   3.2304541e+03  -8.2053664e+02   1.6410733e+03
   4.9000000e-01   3.2999815e+03  -9.4436152e+02   1.8887230e+03
   5.0000000e-01   3.3684439e+03  -1.0797399e+03   2.1594798e+03
   5.1000000e-01   3.4324754e+03  -1.2265591e+03   2.4531183e+03
   5.2000000e-01   3.4879221e+03  -1.3839566e+03   2.7679132e+03
   5.3000000e-01   3.5298432e+03  -1.5500664e+03   3.1001328e+03
   5.4000000e-01   3.5526070e+03  -1.7217486e+03   3.4434973e+03
   5.5000000e-01   3.5501174e+03  -1.8943341e+03   3.7886683e+03
   5.6000000e-01   3.5162010e+03  -2.0614316e+03   4.1228633e+03
   5.7000000e-01   3.4451675e+03  -2.2148596e+03   4.4297193e+03
   5.8000000e-01   3.3325276e+03  -2.3447707e+03   4.6895414e+03
   5.9000000e-01   3.1758098e+03  -2.4400287e+03   4.8800575e+03
   6.0000000e-01   2.9753730e+03  -2.4888721e+03   4.9777441e+03
   6.1000000e-01   2.7350760e+03  -2.4798474e+03   4.9596948e+03
   6.2000000e-01   2.4626503e+03  -2.4029390e+03   4.8058781e+03
   6.3000000e-01   2.1696492e+03  -2.2507567e+03   4.5015134e+03
   6.4000000e-01   1.8709093e+03  -2.0196070e+03   4.0392140e+03
   6.5000000e-01   1.5835479e+03  -1.7102701e+03   3.4205402e+03
   6.6000000e-01   1.3256185e+03  -1.3283439e+03   2.6566879e+03
   6.7000000e-01   1.1146089e+03  -8.8409356e+02   1.7681871e+03
   6.8000000e-01   9.6599770e+02  -3.9183165e+02   7.8366330e+02
   6.9000000e-01   8.9205530e+02   1.3106637e+02  -2.6213275e+02
   7.0000000e-01   9.0101811e+02   6.6536108e+02  -1.3307222e+03
   7.1000000e-01   9.9668523e+02   1.1912005e+03  -2.3824010e+03
   7.2000000e-01   1.1784163e+03   1.6892849e+03  -3.3785698e+03
   7.3000000e-01   1.4414581e+03   2.1418480e+03  -4.2836961e+03
   7.4000000e-01   1.7775040e+03   2.5334039e+03  -5.0668078e+03
   7.5000000e-01   2.1753852e+03   2.8512513e+03  -5.7025026e+03
   7.6000000e-01   2.6218124e+03   3.0857557e+03  -6.1715115e+03
   7.7000000e-01   3.1021018e+03   3.2304462e+03  -6.4608924e+03
   7.8000000e-01   3.6008451e+03   3.2819692e+03  -6.5639384e+03
   7.9000000e-01   4.1025033e+03   3.2399398e+03  -6.4798796e+03
   8.0000000e-01   4.5919142e+03   3.1067244e+03  -6.2134487e+03
   8.1000000e-01   5.0547175e+03   2.8871806e+03  -5.7743612e+03
   8.2000000e-01   5.4777037e+03   2.5883739e+03  -5.1767478e+03
   8.3000000e-01   5.8490959e+03   2.2192825e+03  -4.4385649e+03
   8.4000000e-01   6.1587738e+03   1.7904984e+03  -3.5809968e+03
   8.5000000e-01   6.3984480e+03   1.3139296e+03  -2.6278592e+03
   8.6000000e-01   6.5617926e+03   8.0250348e+02  -1.6050070e+03
   8.7000000e-01   6.6445394e+03   2.6987325e+02  -5.3974649e+02
   8.8000000e-01   6.6445394e+03  -2.6987325e+02   5.3974649e+02
   8.9000000e-01   6.5617926e+03  -8.0250348e+02   1.6050070e+03
   9.0000000e-01   6.3984480e+03  -1.3139296e+03   2.6278592e+03
   9.1000000e-01   6.1587738e+03  -1.7904984e+03   3.5809968e+03
   9.2000000e-01   5.8490959e+03  -2.2192825e+03   4.4385649e+03
   9.3000000e-01   5.4777037e+03  -2.5883739e+03   5.1767478e+03
   9.4000000e-01   5.0547175e+03  -2.8871806e+03   5.7743612e+03
   9.5000000e-01   4.5919142e+03  -3.1067244e+03   6.2134487e+03
   9.6000000e-01   4.1025033e+03  -3.2399398e+03   6.4798796e+03
   9.7000000e-01   3.6008451e+03  -3.2819692e+03   6.5639384e+03
   9.8000000e-01   3.1021018e+03  -3.2304462e+03   6.4608924e+03
   9.9000000e-01   2.6218124e+03  -3.0857557e+03   6.1715115e+03
   1.0000000e+00   2.1753852e+03  -2.8512513e+03   5.7025026e+03
